count,dimension,median,posterior,q25,q75,seed,top2_relevance_probability
18,4,4.614256858825684,reused,2.8956618309020996,6.659011363983154,1,0.01874437910185544
18,5,4.935460567474365,reused,2.9353930950164795,8.326600074768066,1,0.007245482261582998
18,6,4.739777088165283,reused,3.0413269996643066,8.257798194885254,1,0.015408996824814152
18,7,4.5249576568603525,reused,2.4325802326202393,7.4014997482299805,1,0.030751877662739437
18,8,5.392616271972656,reused,2.990218162536621,7.763216972351074,1,0.022063077592445354
18,9,3.7193157672882076,reused,2.463242769241333,5.719969272613525,1,0.016107012961196033
18,0,0.9203110933303834,fresh,0.704443633556366,1.201338529586792,1,0.8828125000000001
18,1,0.7781474590301514,fresh,0.5726004838943481,0.990023672580719,1,0.9492187500000001
18,2,5.235039234161377,fresh,3.1095306873321533,9.14619255065918,1,0.007812500000000002
18,3,4.407055377960205,fresh,2.7741074562072754,7.876932144165039,1,0.015625000000000003
18,4,4.242182731628418,fresh,2.4232571125030518,7.52402400970459,1,0.03515625000000001
18,5,4.908620834350586,fresh,3.222289800643921,8.415961265563965,1,0.015625000000000003
18,6,4.212541103363037,fresh,2.8963141441345215,7.495102405548096,1,0.023437500000000003
18,7,4.6894965171813965,fresh,2.812990427017212,9.103107452392578,1,0.015625000000000003
18,8,4.168702602386475,fresh,2.6396870613098145,8.105734825134277,1,0.03515625000000001
18,9,3.66504168510437,fresh,2.431063175201416,5.371304988861084,1,0.019531250000000003
20,0,0.693821907043457,reused,0.49253854155540466,0.9651577472686768,1,0.9312359929933965
20,1,0.6597174406051636,reused,0.5488741993904114,0.8140146732330321,1,0.9837916570025511
20,2,6.402247428894043,reused,3.299196481704712,10.874107360839844,1,0.02135769032744045
20,3,6.083845138549806,reused,4.16500186920166,9.103811264038086,1,0.004724070976099615
20,4,4.614256858825684,reused,3.4019091129302974,6.430268287658691,1,0.009638894035302702
20,5,5.101261615753174,reused,3.7588741779327393,8.66990852355957,1,0.0030398370232347363
20,6,4.655941486358643,reused,2.8592453002929688,8.409238815307617,1,0.00869503483342583
20,7,5.677909851074219,reused,3.1727662086486816,8.409287452697754,1,0.015118279699398548
20,8,5.392616271972656,reused,3.1641123294830322,6.571977615356445,1,0.014650181015201002
20,9,4.401147842407227,reused,3.178359270095825,6.10930871963501,1,0.007748362093949028
20,0,0.7276228666305542,fresh,0.5715708136558533,0.9070457220077515,1,0.9335937500000001
20,1,0.6842585206031799,fresh,0.5134554505348206,0.913277804851532,1,0.9882812500000001
20,2,6.1543707847595215,fresh,3.5455799102783203,10.856959342956543,1,0.007812500000000002
20,3,5.51845121383667,fresh,3.5622060298919678,9.778382301330566,1,0.0
20,4,6.052677631378174,fresh,3.3486363887786865,11.137012481689453,1,0.015625000000000003
20,5,5.847952842712402,fresh,3.46671462059021,10.363137245178223,1,0.0
20,6,5.044283866882324,fresh,3.415268898010254,8.103816986083984,1,0.007812500000000002
20,7,5.962985515594482,fresh,3.2976789474487305,11.062973022460938,1,0.019531250000000003
20,8,5.636090278625488,fresh,3.3868958950042725,9.47348403930664,1,0.019531250000000003
20,9,5.322757244110107,fresh,3.086975336074829,8.935394287109375,1,0.007812500000000002
24,0,0.5229542255401611,reused,0.4417372941970825,0.9184791445732117,1,0.9972295365074814
24,1,0.7337409853935242,reused,0.6164794564247131,0.9167406558990479,1,0.9993330046205093
24,2,7.297205448150634,reused,6.402247428894043,10.874107360839844,1,0.0003154806083499285
24,3,8.57964038848877,reused,5.2436933517456055,9.306358337402344,1,0.00010118968748820177
24,4,5.388338088989258,reused,4.58380126953125,6.659011363983154,1,0.0005530160937147771
24,5,6.816677570343018,reused,3.7588741779327393,8.66990852355957,1,0.00012731847690534672
24,6,8.148622512817383,reused,4.289605617523193,10.365678787231445,1,0.0003056603765618433
24,7,6.468077659606934,reused,5.318511962890625,10.094328880310059,1,0.0005699737075849577
24,8,6.455484867095947,reused,4.1315598487854,10.003732681274414,1,0.0009065020918772605
24,9,5.312134265899658,reused,3.571214199066162,7.0803937911987305,1,0.0005583178295269735
24,0,0.6607761979103088,fresh,0.5357615351676941,0.7851208448410034,1,1.0000000000000002
24,1,0.804628312587738,fresh,0.6451288461685181,0.9870816469192505,1,1.0000000000000002
24,2,8.709404945373535,fresh,5.623908042907715,15.627448081970215,1,0.0
24,3,10.049478530883789,fresh,5.788717746734619,16.781526565551758,1,0.0
24,4,10.939640998840332,fresh,6.496801853179932,17.969884872436523,1,0.0
24,5,9.652990341186523,fresh,5.9385762214660645,16.496875762939453,1,0.0
24,6,10.481385231018066,fresh,5.728703022003174,17.28491973876953,1,0.0
24,7,11.815714836120605,fresh,6.524842262268066,19.263612747192383,1,0.0
24,8,10.460441589355469,fresh,6.061392784118652,18.318767547607422,1,0.0
24,9,10.255656242370605,fresh,5.868488788604736,15.669803619384766,1,0.0
32,0,0.4234791100025177,reused,0.4234791100025177,0.4417372941970825,1,0.9999747975539537
32,1,0.6380161643028259,reused,0.6380161643028259,0.67927485704422,1,0.9999111689552347
32,2,12.074955940246582,reused,6.402247428894043,12.074955940246582,1,1.3481001439131806e-06
32,3,5.2436933517456055,reused,4.517271041870117,5.2436933517456055,1,6.218809830097078e-08
32,4,4.614256858825684,reused,4.614256858825684,4.614256858825684,1,3.6309210639763826e-06
32,5,8.66990852355957,reused,4.967894554138184,8.66990852355957,1,4.64083793036481e-06
32,6,14.525150299072266,reused,8.409238815307617,14.525150299072266,1,1.0648841446709893e-06
32,7,10.094328880310059,reused,5.819003582000732,10.094328880310059,1,7.804053186452969e-05
32,8,3.1641123294830322,reused,3.1641123294830322,5.590329170227051,1,7.5779651597448465e-06
32,9,3.571214199066162,reused,3.571214199066162,4.333181858062744,1,1.7668062406205618e-05
32,0,0.5460218787193298,fresh,0.48718982934951777,0.6038566827774048,1,1.0000000000000002
32,1,1.440769910812378,fresh,1.24314284324646,1.7127602100372312,1,1.0000000000000002
